UNIVERSITAS,KODE,PROGRAM STUDI,JENJANG,DAYA TAMPUNG 2024,PEMINAT 2023,JENIS PORTOFOLIO
"UPN ""VETERAN"" JAWA TIMUR",364006,"PENDIDIKAN SENI DRAMA, TARI, DAN MUSIK",Sarjana,18,60,Sendratasik
"UPN ""VETERAN"" JAWA TIMUR",364007,SENI RUPA MURNI,Sarjana,48,237,"Seni Rupa, Desain, dan Kriya"
"UPN ""VETERAN"" JAWA TIMUR",364008,KRIYA SENI,Sarjana,46,77,"Seni Rupa, Desain, dan Kriya"
"UPN ""VETERAN"" JAWA TIMUR",364009,DESAIN INTERIOR,Sarjana,56,322,"Seni Rupa, Desain, dan Kriya"
"UPN ""VETERAN"" JAWA TIMUR",364010,DESAIN KOMUNIKASI VISUAL,Sarjana,48,1.345,"Seni Rupa, Desain, dan Kriya"
"UPN ""VETERAN"" JAWA TIMUR",364011,DESAIN PRODUK,Sarjana,32,149,"Seni Rupa, Desain, dan Kriya"
"UPN ""VETERAN"" JAWA TIMUR",364012,TELEVISI DAN FILM,Sarjana,40,536,Film dan Televisi
"UPN ""VETERAN"" JAWA TIMUR",364013,FOTOGRAFI,Sarjana,48,223,Fotografi
"UPN ""VETERAN"" JAWA TIMUR",364014,SENI KARAWITAN,Sarjana,20,35,Seni Karawitan
"UPN ""VETERAN"" JAWA TIMUR",364015,ETNOMUSIKOLOGI,Sarjana,20,27,Etnomusikologi
"UPN ""VETERAN"" JAWA TIMUR",364016,SENI PEDALANGAN,Sarjana,6,8,Pedalangan
"UPN ""VETERAN"" JAWA TIMUR",364017,TATA KELOLA SENI,Sarjana,28,140,Tidak Ada
"UPN ""VETERAN"" JAWA TIMUR",364021,KONSERVASI SENI,Sarjana,12,60,"Seni Rupa, Desain, dan Kriya"
"UPN ""VETERAN"" JAWA TIMUR",364018,PENYAJIAN MUSIK,Sarjana Terapan,16,93,Musik
"UPN ""VETERAN"" JAWA TIMUR",364022,ANIMASI,Sarjana Terapan,48,272,"Seni Rupa, Desain, dan Kriya"
"UPN ""VETERAN"" JAWA TIMUR",364023,DESAIN MODE KRIYA BATIK,Sarjana Terapan,28,30,"Seni Rupa, Desain, dan Kriya"
"UPN ""VETERAN"" JAWA TIMUR",364024,DESAIN MEDIA,Sarjana Terapan,16,(Prodi Baru),"Seni Rupa, Desain, dan Kriya"
"UPN ""VETERAN"" JAWA TIMUR",364025,PRODUKSI FILM DAN TELEVISI,Sarjana Terapan,13,(Prodi Baru),Film dan Televisi
UNIVERSITAS,KODE,PROGRAM STUDI,JENJANG,DAYA TAMPUNG 2024,PEMINAT 2023,JENIS PORTOFOLIO
UNIVERSITAS TANJUNGPURA,511001,AGRIBISNIS,Sarjana,75,352,Tidak Ada
UNIVERSITAS TANJUNGPURA,511002,TEKNIK SIPIL,Sarjana,80,514,Tidak Ada
UNIVERSITAS TANJUNGPURA,511003,TEKNIK ELEKTRO,Sarjana,70,142,Tidak Ada
UNIVERSITAS TANJUNGPURA,511004,ARSITEKTUR,Sarjana,42,196,Tidak Ada
UNIVERSITAS TANJUNGPURA,511005,TEKNIK INFORMATIKA,Sarjana,45,961,Tidak Ada
UNIVERSITAS TANJUNGPURA,511006,TEKNIK INDUSTRI,Sarjana,45,246,Tidak Ada
UNIVERSITAS TANJUNGPURA,511007,TEKNIK LINGKUNGAN,Sarjana,45,177,Tidak Ada
UNIVERSITAS TANJUNGPURA,511008,PEND. MATEMATIKA,Sarjana,41,181,Tidak Ada
UNIVERSITAS TANJUNGPURA,511009,PEND. BIOLOGI,Sarjana,36,125,Tidak Ada
UNIVERSITAS TANJUNGPURA,511010,PEND. FISIKA,Sarjana,36,33,Tidak Ada
UNIVERSITAS TANJUNGPURA,511011,PEND. KIMIA,Sarjana,36,34,Tidak Ada
UNIVERSITAS TANJUNGPURA,511012,MATEMATIKA,Sarjana,28,38,Tidak Ada
UNIVERSITAS TANJUNGPURA,511013,FISIKA,Sarjana,28,9,Tidak Ada
UNIVERSITAS TANJUNGPURA,511014,KIMIA,Sarjana,48,44,Tidak Ada
UNIVERSITAS TANJUNGPURA,511015,BIOLOGI,Sarjana,32,68,Tidak Ada
UNIVERSITAS TANJUNGPURA,511016,KEDOKTERAN,Sarjana,47,804,Tidak Ada
UNIVERSITAS TANJUNGPURA,511017,FARMASI,Sarjana,75,1.186,Tidak Ada
UNIVERSITAS TANJUNGPURA,511018,SISTEM KOMPUTER,Sarjana,48,288,Tidak Ada
UNIVERSITAS TANJUNGPURA,511019,AGROTEKNOLOGI,Sarjana,150,422,Tidak Ada
UNIVERSITAS TANJUNGPURA,511020,KEHUTANAN,Sarjana,192,451,Tidak Ada
UNIVERSITAS TANJUNGPURA,511021,KEPERAWATAN,Sarjana,65,718,Tidak Ada
UNIVERSITAS TANJUNGPURA,511022,GEOFISIKA,Sarjana,28,22,Tidak Ada
UNIVERSITAS TANJUNGPURA,511023,ILMU KELAUTAN,Sarjana,28,45,Tidak Ada
UNIVERSITAS TANJUNGPURA,511024,PERENCANAAN WILAYAH DAN KOTA,Sarjana,30,134,Tidak Ada
UNIVERSITAS TANJUNGPURA,511025,ILMU DAN TEKNOLOGI PANGAN,Sarjana,50,147,Tidak Ada
UNIVERSITAS TANJUNGPURA,511026,TEKNIK PERTAMBANGAN,Sarjana,20,274,Tidak Ada
UNIVERSITAS TANJUNGPURA,511027,PETERNAKAN,Sarjana,30,69,Tidak Ada
UNIVERSITAS TANJUNGPURA,511028,STATISTIK,Sarjana,28,113,Tidak Ada
UNIVERSITAS TANJUNGPURA,511029,TEKNIK KELAUTAN,Sarjana,24,25,Tidak Ada
UNIVERSITAS TANJUNGPURA,511030,TEKNIK KIMIA,Sarjana,25,31,Tidak Ada
UNIVERSITAS TANJUNGPURA,511031,TEKNIK MESIN,Sarjana,25,108,Tidak Ada
UNIVERSITAS TANJUNGPURA,511032,ILMU TANAH,Sarjana,60,93,Tidak Ada
UNIVERSITAS TANJUNGPURA,511033,SISTEM INFORMASI,Sarjana,28,375,Tidak Ada
UNIVERSITAS TANJUNGPURA,511034,MANAJEMEN SUMBER DAYA PERAIRAN,Sarjana,30,34,Tidak Ada
UNIVERSITAS TANJUNGPURA,511035,ILMU HUKUM,Sarjana,254,1.241,Tidak Ada
UNIVERSITAS TANJUNGPURA,511036,EKONOMI PEMBANGUAN,Sarjana,145,386,Tidak Ada
UNIVERSITAS TANJUNGPURA,511037,MANAJEMEN,Sarjana,145,1.621,Tidak Ada
UNIVERSITAS TANJUNGPURA,511038,AKUNTANSI,Sarjana,145,1.086,Tidak Ada
UNIVERSITAS TANJUNGPURA,511039,ADMINISTRASI PUBLIK,Sarjana,60,624,Tidak Ada
UNIVERSITAS TANJUNGPURA,511040,PEMBANGUNAN SOSIAL,Sarjana,60,94,Tidak Ada
UNIVERSITAS TANJUNGPURA,511041,PEND. BAHASA INGGRIS,Sarjana,46,433,Tidak Ada
UNIVERSITAS TANJUNGPURA,511042,PENDIDIKAN BAHASA INDONESIA,Sarjana,46,277,Tidak Ada
UNIVERSITAS TANJUNGPURA,511043,PEND. EKONOMI,Sarjana,35,125,Tidak Ada
UNIVERSITAS TANJUNGPURA,511044,PEND. SOSIOLOGI,Sarjana,24,97,Tidak Ada
UNIVERSITAS TANJUNGPURA,511045,PEND. GURU PEND. ANAK USIA DINI (PGPAUD),Sarjana,26,144,Tidak Ada
UNIVERSITAS TANJUNGPURA,511046,PENDIDIKAN JASMANI,Sarjana,40,53,Pendidikan Jasmani dan Olahraga
UNIVERSITAS TANJUNGPURA,511047,PENDIDIKAN SENI PERTUNJUKAN,Sarjana,39,31,Sendratasik
UNIVERSITAS TANJUNGPURA,511048,ILMU POLITIK,Sarjana,60,141,Tidak Ada
UNIVERSITAS TANJUNGPURA,511049,SOSIOLOGI,Sarjana,60,123,Tidak Ada
UNIVERSITAS TANJUNGPURA,511050,PEND. BAHASA MANDARIN,Sarjana,22,62,Tidak Ada
UNIVERSITAS TANJUNGPURA,511051,MANAJEMEN  (KELAS INTERNASIONAL),Sarjana,25,119,Tidak Ada
UNIVERSITAS TANJUNGPURA,511052,PEND. GURU SEKOLAH DASAR (PGSD),Sarjana,52,1.036,Tidak Ada
UNIVERSITAS TANJUNGPURA,511053,BIMBINGAN DAN KONSELING,Sarjana,26,155,Tidak Ada
UNIVERSITAS TANJUNGPURA,511054,AKUNTANSI (KELAS INTERNASIONAL),Sarjana,25,47,Tidak Ada
UNIVERSITAS TANJUNGPURA,511055,ILMU KOMUNIKASI,Sarjana,45,683,Tidak Ada
UNIVERSITAS TANJUNGPURA,511056,ILMU PEMERINTAHAN,Sarjana,60,485,Tidak Ada
UNIVERSITAS TANJUNGPURA,511057,EKONOMI ISLAM,Sarjana,40,129,Tidak Ada
UNIVERSITAS TANJUNGPURA,511058,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,Sarjana,18,88,Tidak Ada
UNIVERSITAS TANJUNGPURA,511059,PENDIDIKAN SEJARAH,Sarjana,18,78,Tidak Ada
UNIVERSITAS TANJUNGPURA,511060,PENDIDIKAN GEOGRAFI,Sarjana,18,45,Tidak Ada
UNIVERSITAS TANJUNGPURA,511061,PENDIDIKAN KEPELATIHAN OLAHRAGA,Sarjana,21,27,Pendidikan Jasmani dan Olahraga
UNIVERSITAS TANJUNGPURA,511062,PENDIDIKAN ILMU PENGETAHUAN SOSIAL,Sarjana,18,71,Tidak Ada
UNIVERSITAS TANJUNGPURA,511063,ILMU HUBUNGAN INTERNASIONAL,Sarjana,60,350,Tidak Ada
UNIVERSITAS TANJUNGPURA,511064,ANTROPOLOGI SOSIAL,Sarjana,45,79,Tidak Ada
UNIVERSITAS TANJUNGPURA,511065,BUDIDAYA TANAMAN PERKEBUNAN,Diploma Tiga,20,30,Tidak Ada
UNIVERSITAS TANJUNGPURA,511066,KEARSIPAN,Diploma Tiga,40,74,Tidak Ada
UNIVERSITAS TANJUNGPURA,511067,PERPUSTAKAAN,Diploma Tiga,15,28,Tidak Ada
UNIVERSITAS TANJUNGPURA,511068,KESEKRETARIATAN,Diploma Tiga,40,19,Tidak Ada
UNIVERSITAS TANJUNGPURA,511069,ADMINISTRASI PERKANTORAN,Diploma Tiga,40,117,Tidak Ada
UNIVERSITAS,KODE,PROGRAM STUDI,JENJANG,DAYA TAMPUNG 2024,PEMINAT 2023,JENIS PORTOFOLIO
UNIVERSITAS PALANGKARAYA,521001,ILMU SOSIAL EKONOMI PERTANIAN (AGRIBISNIS),Sarjana,60,137,Tidak Ada
UNIVERSITAS PALANGKARAYA,521002,MANAJEMEN SUMBERDAYA PERAIRAN,Sarjana,40,22,Tidak Ada
UNIVERSITAS PALANGKARAYA,521003,BUDIDAYA PERAIRAN,Sarjana,20,14,Tidak Ada
UNIVERSITAS PALANGKARAYA,521004,TEKNIK SIPIL,Sarjana,64,190,Tidak Ada
UNIVERSITAS PALANGKARAYA,521005,ARSITEKTUR,Sarjana,32,60,Tidak Ada
UNIVERSITAS PALANGKARAYA,521006,TEKNIK INFORMATIKA,Sarjana,40,463,Tidak Ada
UNIVERSITAS PALANGKARAYA,521007,PEND. MATEMATIKA,Sarjana,40,24,Tidak Ada
UNIVERSITAS PALANGKARAYA,521008,PEND. FISIKA,Sarjana,16,11,Tidak Ada
UNIVERSITAS PALANGKARAYA,521009,PEND. KIMIA,Sarjana,16,8,Tidak Ada
UNIVERSITAS PALANGKARAYA,521010,PEND. BIOLOGI,Sarjana,30,38,Tidak Ada
UNIVERSITAS PALANGKARAYA,521011,PEND. TEKNIK MESIN,Sarjana,20,41,Tidak Ada
UNIVERSITAS PALANGKARAYA,521012,TEKNIK PERTAMBANGAN,Sarjana,40,420,Tidak Ada
UNIVERSITAS PALANGKARAYA,521013,AGROTEKNOLOGI,Sarjana,60,111,Tidak Ada
UNIVERSITAS PALANGKARAYA,521014,KEHUTANAN,Sarjana,80,162,Tidak Ada
UNIVERSITAS PALANGKARAYA,521015,TEKNOLOGI HASIL PERIKANAN,Sarjana,20,19,Tidak Ada
UNIVERSITAS PALANGKARAYA,521016,PETERNAKAN,Sarjana,20,17,Tidak Ada
UNIVERSITAS PALANGKARAYA,521017,PENDIDIKAN TEKNIK BANGUNAN,Sarjana,16,8,Tidak Ada
UNIVERSITAS PALANGKARAYA,521018,KEDOKTERAN,Sarjana,40,772,Tidak Ada
UNIVERSITAS PALANGKARAYA,521019,TEKNOLOGI INDUSTRI PERTANIAN,Sarjana,20,74,Tidak Ada
UNIVERSITAS PALANGKARAYA,521020,FISIKA,Sarjana,16,13,Tidak Ada
UNIVERSITAS PALANGKARAYA,521021,KIMIA,Sarjana,18,22,Tidak Ada
UNIVERSITAS PALANGKARAYA,521022,BIOLOGI,Sarjana,24,23,Tidak Ada
UNIVERSITAS PALANGKARAYA,521023,PEND. PANCASILA & KEWARGANEGARAAN (PPKN),Sarjana,20,28,Tidak Ada
UNIVERSITAS PALANGKARAYA,521024,PEND. EKONOMI,Sarjana,20,48,Tidak Ada
UNIVERSITAS PALANGKARAYA,521025,PEND. BAHASA INGGRIS,Sarjana,60,112,Tidak Ada
UNIVERSITAS PALANGKARAYA,521026,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,40,76,Tidak Ada
UNIVERSITAS PALANGKARAYA,521027,PEND. GURU SEKOLAH DASAR (PGSD),Sarjana,70,269,Tidak Ada
UNIVERSITAS PALANGKARAYA,521028,"PEND. JASMANI, KESEHATAN DAN REKREASI",Sarjana,36,20,Pendidikan Jasmani dan Olahraga
UNIVERSITAS PALANGKARAYA,521029,PEND. GURU PEND ANAK USIA DINI (PG PAUD),Sarjana,28,38,Tidak Ada
UNIVERSITAS PALANGKARAYA,521030,PEND. LUAR SEKOLAH,Sarjana,8,4,Tidak Ada
UNIVERSITAS PALANGKARAYA,521031,BIMBINGAN DAN KONSELING,Sarjana,20,67,Tidak Ada
UNIVERSITAS PALANGKARAYA,521032,EKONOMI PEMBANGUNAN,Sarjana,60,131,Tidak Ada
UNIVERSITAS PALANGKARAYA,521033,MANAJEMEN,Sarjana,120,592,Tidak Ada
UNIVERSITAS PALANGKARAYA,521034,AKUNTANSI,Sarjana,100,383,Tidak Ada
UNIVERSITAS PALANGKARAYA,521035,SOSIOLOGI,Sarjana,40,75,Tidak Ada
UNIVERSITAS PALANGKARAYA,521036,ILMU ADMINISTRASI NEGARA,Sarjana,80,304,Tidak Ada
UNIVERSITAS PALANGKARAYA,521037,ILMU HUKUM,Sarjana,160,403,Tidak Ada
UNIVERSITAS PALANGKARAYA,521038,TEKNOLOGI PENDIDIKAN,Sarjana,20,47,Tidak Ada
UNIVERSITAS PALANGKARAYA,521039,MANAJEMEN PENDIDIKAN,Sarjana,16,36,Tidak Ada
UNIVERSITAS PALANGKARAYA,521040,ILMU PEMERINTAHAN,Sarjana,80,245,Tidak Ada
UNIVERSITAS PALANGKARAYA,521041,PENDIDIKAN SENI DRAMA TARI DAN MUSIK,Sarjana,16,6,Sendratasik
UNIVERSITAS PALANGKARAYA,521042,MATEMATIKA,Sarjana,12,14,Tidak Ada
UNIVERSITAS PALANGKARAYA,521044,FARMASI,Sarjana,20,(Prodi Baru),Tidak Ada
UNIVERSITAS PALANGKARAYA,521043,TEKNOLOGI LABORATORIUM MEDIS,Sarjana Terapan,20,(Prodi Baru),Tidak Ada
UNIVERSITAS,KODE,PROGRAM STUDI,JENJANG,DAYA TAMPUNG 2024,PEMINAT 2023,JENIS PORTOFOLIO
UNIVERSITAS LAMBUNG MANGKURAT,531001,PENDIDIKAN MATEMATIKA,Sarjana,60,114,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531002,PENDIDIKAN BIOLOGI,Sarjana,32,60,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531003,PENDIDIKAN KIMIA,Sarjana,45,30,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531004,AGROEKOTEKNOLOGI,Sarjana,50,86,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531005,AGRIBISNIS,Sarjana,50,216,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531006,PETERNAKAN,Sarjana,38,60,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531007,TEKNOLOGI INDUSTRI PERTANIAN,Sarjana,34,91,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531008,TEKNOLOGI HASIL PERIKANAN,Sarjana,20,19,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531009,AKUAKULTUR,Sarjana,20,26,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531010,PERIKANAN TANGKAP,Sarjana,20,17,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531011,MANAJEMEN SUMBER DAYA PERAIRAN,Sarjana,20,45,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531012,SOSIAL EKONOMI PERIKANAN,Sarjana,20,20,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531013,ILMU KELAUTAN,Sarjana,20,43,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531014,TEKNIK SIPIL,Sarjana,80,560,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531015,ARSITEKTUR,Sarjana,32,183,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531016,TEKNIK PERTAMBANGAN,Sarjana,36,520,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531017,TEKNIK KIMIA,Sarjana,32,100,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531018,TEKNIK LINGKUNGAN,Sarjana,32,308,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531019,TEKNIK MESIN,Sarjana,32,133,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531020,KEDOKTERAN,Sarjana,75,1.463,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531021,KESEHATAN MASYARAKAT,Sarjana,63,708,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531022,MATEMATIKA,Sarjana,30,55,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531023,KIMIA,Sarjana,30,39,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531024,BIOLOGI,Sarjana,30,43,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531025,FISIKA,Sarjana,30,23,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531026,FARMASI,Sarjana,40,905,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531027,ILMU KOMPUTER,Sarjana,35,604,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531028,KEHUTANAN,Sarjana,150,231,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531029,PENDIDIKAN FISIKA,Sarjana,30,13,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531030,KEPERAWATAN,Sarjana,50,591,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531032,ILMU TANAH,Sarjana,38,39,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531033,PROTEKSI TANAMAN,Sarjana,38,39,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531034,AGRONOMI,Sarjana,36,40,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531035,KEDOKTERAN GIGI,Sarjana,45,639,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531036,PENDIDIKAN KOMPUTER,Sarjana,45,95,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531037,PENDIDIKAN IPA,Sarjana,40,41,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531038,TEKNOLOGI INFORMASI,Sarjana,30,750,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531039,STATISTIKA,Sarjana,25,130,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531040,GEOGRAFI,Sarjana,75,77,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531041,PENDIDIKAN SEJARAH,Sarjana,25,51,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531042,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,Sarjana,50,75,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531043,PENDIDIKAN EKONOMI,Sarjana,30,68,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531044,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,40,157,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531045,PENDIDIKAN BAHASA INGGRIS,Sarjana,60,263,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531046,HUKUM,Sarjana,252,944,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531047,EKONOMI PEMBANGUNAN,Sarjana,80,241,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531048,MANAJEMEN,Sarjana,125,1.250,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531049,AKUNTANSI,Sarjana,105,766,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531050,ADMINISTRASI PUBLIK,Sarjana,75,599,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531051,ADMINISTRASI BISNIS,Sarjana,75,666,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531052,ILMU PEMERINTAHAN,Sarjana,75,365,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531053,ILMU KOMUNIKASI,Sarjana,75,668,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531054,PENDIDIKAN GEOGRAFI,Sarjana,35,32,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531055,PENDIDIKAN SOSIOLOGI,Sarjana,60,75,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531056,BIMBINGAN DAN KONSELING,Sarjana,45,219,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531057,PENDIDIKAN KHUSUS,Sarjana,32,92,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531058,PENDIDIKAN JASMANI,Sarjana,64,97,Pendidikan Jasmani dan Olahraga
UNIVERSITAS LAMBUNG MANGKURAT,531059,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,157,636,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531060,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,Sarjana,75,100,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531061,PENDIDIKAN SENI PERTUNJUKAN,Sarjana,20,23,Sendratasik
UNIVERSITAS LAMBUNG MANGKURAT,531062,TEKNOLOGI  PENDIDIKAN,Sarjana,24,52,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531063,PENDIDIKAN IPS,Sarjana,35,41,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531064,PSIKOLOGI,Sarjana,50,904,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531065,SOSIOLOGI,Sarjana,75,122,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531068,REKAYASA GEOLOGI,Sarjana,14,34,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531069,REKAYASA ELEKTRO,Sarjana,14,39,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531066,PERPAJAKAN,Diploma Tiga,60,112,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,531067,AKUNTANSI,Diploma Tiga,78,49,Tidak Ada
UNIVERSITAS,KODE,PROGRAM STUDI,JENJANG,DAYA TAMPUNG 2024,PEMINAT 2023,JENIS PORTOFOLIO
UNIVERSITAS MULAWARMAN,541001,AGROEKOTEKNOLOGI,Sarjana,60,158,Tidak Ada
UNIVERSITAS MULAWARMAN,541002,AGRIBISNIS,Sarjana,40,175,Tidak Ada
UNIVERSITAS MULAWARMAN,541003,TEKNOLOGI HASIL PERTANIAN,Sarjana,40,85,Tidak Ada
UNIVERSITAS MULAWARMAN,541004,KEHUTANAN,Sarjana,176,336,Tidak Ada
UNIVERSITAS MULAWARMAN,541005,PENDIDIKAN BIOLOGI,Sarjana,32,84,Tidak Ada
UNIVERSITAS MULAWARMAN,541006,PENDIDIKAN KIMIA,Sarjana,28,19,Tidak Ada
UNIVERSITAS MULAWARMAN,541007,PENDIDIKAN FISIKA,Sarjana,32,30,Tidak Ada
UNIVERSITAS MULAWARMAN,541008,PENDIDIKAN MATEMATIKA,Sarjana,32,76,Tidak Ada
UNIVERSITAS MULAWARMAN,541009,AKUAKULTUR,Sarjana,24,38,Tidak Ada
UNIVERSITAS MULAWARMAN,541010,SOSIAL EKONOMI PERIKANAN,Sarjana,24,16,Tidak Ada
UNIVERSITAS MULAWARMAN,541011,PENGELOLAAN SUMBERDAYA PERIKANAN,Sarjana,24,39,Tidak Ada
UNIVERSITAS MULAWARMAN,541012,STATISTIKA,Sarjana,39,96,Tidak Ada
UNIVERSITAS MULAWARMAN,541013,BIOLOGI,Sarjana,40,57,Tidak Ada
UNIVERSITAS MULAWARMAN,541014,KIMIA,Sarjana,37,31,Tidak Ada
UNIVERSITAS MULAWARMAN,541015,FISIKA,Sarjana,19,21,Tidak Ada
UNIVERSITAS MULAWARMAN,541017,TEKNIK SIPIL,Sarjana,28,494,Tidak Ada
UNIVERSITAS MULAWARMAN,541018,TEKNIK INDUSTRI,Sarjana,28,334,Tidak Ada
UNIVERSITAS MULAWARMAN,541019,TEKNIK LINGKUNGAN,Sarjana,28,307,Tidak Ada
UNIVERSITAS MULAWARMAN,541020,TEKNIK PERTAMBANGAN,Sarjana,28,556,Tidak Ada
UNIVERSITAS MULAWARMAN,541021,PENDIDIKAN DOKTER,Sarjana,58,1.139,Tidak Ada
UNIVERSITAS MULAWARMAN,541022,KESEHATAN MASYARAKAT,Sarjana,50,851,Tidak Ada
UNIVERSITAS MULAWARMAN,541023,FARMASI,Sarjana,70,838,Tidak Ada
UNIVERSITAS MULAWARMAN,541024,PETERNAKAN,Sarjana,40,73,Tidak Ada
UNIVERSITAS MULAWARMAN,541025,TEKNIK KIMIA,Sarjana,28,50,Tidak Ada
UNIVERSITAS MULAWARMAN,541026,INFORMATIKA,Sarjana,55,948,Tidak Ada
UNIVERSITAS MULAWARMAN,541027,ARSITEKTUR,Sarjana,28,160,Tidak Ada
UNIVERSITAS MULAWARMAN,541028,TEKNIK GEOLOGI,Sarjana,28,212,Tidak Ada
UNIVERSITAS MULAWARMAN,541030,TEKNIK ELEKTRO,Sarjana,28,102,Tidak Ada
UNIVERSITAS MULAWARMAN,541031,TEKNOLOGI HASIL PERIKANAN,Sarjana,24,19,Tidak Ada
UNIVERSITAS MULAWARMAN,541032,KEDOKTERAN GIGI,Sarjana,30,488,Tidak Ada
UNIVERSITAS MULAWARMAN,541033,MATEMATIKA,Sarjana,26,35,Tidak Ada
UNIVERSITAS MULAWARMAN,541034,ILMU KELAUTAN,Sarjana,24,53,Tidak Ada
UNIVERSITAS MULAWARMAN,541035,GEOFISIKA,Sarjana,23,39,Tidak Ada
UNIVERSITAS MULAWARMAN,541036,PENDIDIKAN KOMPUTER,Sarjana,32,158,Tidak Ada
UNIVERSITAS MULAWARMAN,541037,FARMASI KLINIS,Sarjana,40,313,Tidak Ada
UNIVERSITAS MULAWARMAN,541038,SISTEM INFORMASI,Sarjana,55,491,Tidak Ada
UNIVERSITAS MULAWARMAN,541039,MANAJEMEN,Sarjana,138,1.413,Tidak Ada
UNIVERSITAS MULAWARMAN,541040,EKONOMI PEMBANGUNAN,Sarjana,89,289,Tidak Ada
UNIVERSITAS MULAWARMAN,541041,AKUNTANSI,Sarjana,138,771,Tidak Ada
